CONTAINER_NUMBER,VESSEL_NAME,FREIGHT_FORWARDER,PLACE_OF_DISPATCH,PORT_OF_LOADING,PORT_OF_DISCHARGE,POST_PORT_OF_DISCHARGE,PLACE_OF_DISPATCH_DATE,PORT_OF_LOADING_DATE,PORT_OF_DISCHARGE_DATE,POST_PORT_OF_DISCHARGE_DATE,PREDICTED_DELIVERED_DATE,LAST_TRACKED_WITH_VESSEL,DELIVERED_FLAG,DELIVERED_DATE,Another NEW Predicated Delivery Date
OOCU7427016,COSCO SHIPPING ANDES,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/19/2021,11/23/2021,12/11/2021,12/16/2021,12/20/2021,12/14/2021,Yes,12/20/2021,?
TCNU2678883,CMA CGM G.WASHINGTON,Yhuida,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",1/4/2022,1/4/2022,2/25/2022,2/28/2022,3/14/2022,2/18/2022,,,?
GESU6336403,CMA CGM CHILE,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/9/2021,12/13/2021,1/31/2022,2/14/2022,2/16/2022,2/12/2022,Yes,2/18/2022,?
OOLU9564760,COSCO ENGLAND,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/4/2021,12/12/2021,1/13/2022,1/23/2022,1/25/2022,1/22/2022,Yes,1/25/2022,?
OOLU9711795,COSCO SHIPPING DENALI,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/6/2021,12/10/2021,1/4/2022,1/14/2022,1/17/2022,1/14/2022,Yes,1/20/2022,?
OOLU9302170,COSCO NETHERLANDS,AXIOM,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/30/2021,12/3/2021,1/2/2022,1/8/2022,1/10/2022,1/7/2022,,,?
CCLU6859675,COSCO SHIPPING ANDES,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/19/2021,11/23/2021,12/9/2021,12/14/2021,12/15/2021,12/14/2021,Yes,12/16/2021,?
TGBU7154560,ONE MISSION,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/22/2021,12/22/2021,1/30/2022,12/31/1899,2/2/2022,1/31/2022,Yes,2/8/2022,?
APHU6746903,CMA CGM MARCO POLO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/21/2021,12/2/2021,1/18/2022,1/24/2022,1/24/2022,1/22/2022,Yes,,?
HASU4730404,GSL KITHIRA,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",10/28/2021,10/30/2021,12/12/2021,12/16/2021,12/16/2021,12/14/2021,Yes,12/17/2021,?
TCNU6771588,CMA CGM T.JEFFERSON,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/14/2021,12/23/2021,2/8/2022,2/20/2022,2/24/2022,2/16/2022,,,?
TGBU8808599,,NINGBO YUE SHENG INTERNATIONAL,,,,,,,,,12/13/2021,,Yes,12/17/2021,?
XHCU5229356,,2nd Charter,,,,,,,,,12/22/2021,,Yes,12/22/2021,?
CCLU7955816,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/10/2021,11/14/2021,12/12/2021,12/21/2021,12/23/2021,12/22/2021,Yes,12/29/2021,?
OOLU9245531,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",8/20/2021,8/20/2021,9/7/2021,9/18/2021,9/20/2021,9/17/2021,Yes,10/1/2021,?
TCLU2666484,HR RHEA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",12/14/2021,12/18/2021,3/16/2022,,4/2/2022,2/16/2022,,,?
OOCU7219938,COSCO ITALY,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/13/2021,12/16/2021,1/9/2022,1/14/2022,1/17/2022,1/14/2022,Yes,1/19/2022,?
FFAU3636452,ONE MAXIM,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/11/2021,12/16/2021,1/23/2022,12/31/1899,1/27/2022,1/26/2022,Yes,1/28/2022,?
OOLU6928513,OOCL UTAH,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",11/7/2021,11/23/2021,12/15/2021,12/25/2021,12/27/2021,12/22/2021,Yes,1/6/2022,?
TCNU2651840,EDISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/31/2021,1/5/2022,2/22/2022,2/26/2022,3/2/2022,2/16/2022,,,?
EGHU8400270,XIN WEI HAI,Yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/30/2021,12/30/2021,,2/3/2022,2/9/2022,2/8/2022,Yes,2/9/2022,?
CCLU7376244,COSCO NETHERLANDS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/22/2021,11/28/2021,1/3/2022,1/9/2022,1/10/2022,1/10/2022,Yes,1/12/2022,?
TCLU9674542,ONE MISSION,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/15/2021,12/22/2021,2/2/2022,12/31/1899,2/8/2022,2/4/2022,,,?
INKU6451111,CMA CGM J.MADISON,LF,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/9/2021,11/15/2021,1/6/2022,1/30/2022,1/31/2022,1/31/2022,Yes,2/1/2022,?
CSLU6274399,OOCL LONDON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",11/14/2021,11/29/2021,12/27/2021,1/2/2022,1/7/2022,1/5/2022,Yes,1/10/2022,?
OOCU6419504,OOCL UTAH,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",11/16/2021,11/23/2021,12/17/2021,12/26/2021,12/28/2021,12/22/2021,Yes,1/4/2022,?
FBLU0187260,CSCL EAST CHINA SEA,ARRTIME,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/8/2021,12/12/2021,2/8/2022,2/22/2022,2/26/2022,2/16/2022,,,?
CWWU9215031,MSC ARIES,YIHUIDA,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Fort Worth, Texas, United States",10/24/2021,10/24/2021,12/29/2021,1/2/2022,1/6/2022,1/3/2022,Yes,1/10/2022,?
DFSU7073722,OOCL LONDON,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",7/18/2021,8/4/2021,9/10/2021,9/18/2021,9/22/2021,9/17/2021,Yes,9/21/2021,?
CICU2173260,,2nd charter,,,,,,,,,,,Yes,1/5/2022,?
HPCU4151274,,2nd charter,,,,,,,,,,,Yes,12/23/2021,?
XHCU5229464,,2nd Charter,,,,,,,,,12/23/2021,,Yes,12/23/2021,?
TGSU5013655,APL COLUMBUS,Yihuida,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",12/14/2021,12/14/2021,2/17/2022,2/28/2022,2/28/2022,2/16/2022,,,?
OOLU9840175,COSCO SHIPPING DENALI,Yuesheng,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Elwood, Illinois, United States",6/13/2021,7/3/2021,7/21/2021,2/22/2022,2/26/2022,2/16/2022,,,?
TCNU4997555,EVER LOYAL,Evergreen,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",1/30/2022,1/30/2022,2/20/2022,2/23/2022,3/9/2022,2/18/2022,,,?
ONEU0084374,ONE MAXIM,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/11/2021,12/16/2021,1/23/2022,12/31/1899,1/28/2022,1/26/2022,Yes,1/31/2022,?
BMOU4141360,HYUNDAI HONGKONG,UPS,"Nagoya, Aichi-ken, Japan","Nagoya, Aichi-ken, Japan","Tacoma, Washington, United States","Tacoma, Washington, United States",11/19/2021,11/22/2021,2/11/2022,1/15/2022,2/28/2022,2/16/2022,,,?
FSCU8749484,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/9/2021,11/14/2021,12/11/2021,12/20/2021,12/21/2021,12/18/2021,Yes,12/21/2021,?
MOTU0763711,ONE MOTIVATOR,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/4/2021,12/8/2021,1/18/2022,12/31/1899,1/20/2022,1/18/2022,Yes,1/20/2022,?
TGBU9200880,COSCO NETHERLANDS,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/30/2021,12/3/2021,12/29/2021,1/5/2022,1/7/2022,1/5/2022,,,?
TEMU6454984,CMA CGM CHILE,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/6/2021,12/13/2021,1/31/2022,2/5/2022,2/8/2022,2/4/2022,Yes,2/10/2022,?
TCNU5443028,CSCL EAST CHINA SEA,ARRTIME,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/7/2021,12/11/2021,2/8/2022,2/22/2022,2/26/2022,2/16/2022,,,?
TLLU4176381,APL DANUBE,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",1/11/2022,1/11/2022,,12/31/1899,1/4/1900,2/16/2022,,,?
GESU5441889,PRESIDENT WILSON,YIHUIDA,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",12/12/2021,12/12/2021,1/24/2022,1/24/2022,1/24/2022,1/18/2022,,,?
NWRU6003850,CMA CGM GEMINI,YIHUIDA,,"Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",12/11/2021,12/11/2021,1/10/2022,1/26/2022,1/28/2022,1/26/2022,Yes,2/2/2022,?
CMAU7050522,CMA CGM T.JEFFERSON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/17/2021,12/23/2021,2/8/2022,2/14/2022,2/16/2022,2/12/2022,Yes,,?
MEDU2632257,HR RHEA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",12/14/2021,12/18/2021,3/16/2022,,4/2/2022,2/16/2022,,,?
BSIU9323249,CSCL YELLOW SEA,arrtime,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/26/2021,10/28/2021,12/24/2021,12/30/2021,1/3/2022,12/28/2021,,,?
CMAU6690335,CMA CGM ATTILA,Yuesheng,"Yantian, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",12/21/2021,12/24/2021,2/5/2022,12/31/1899,2/10/2022,2/8/2022,,,?
BEAU6092017,CMA CGM T.JEFFERSON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/17/2021,12/23/2021,2/8/2022,2/16/2022,2/17/2022,2/16/2022,,,?
RXTU4258768,GERNER MAERSK,Yihuida,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Fort Worth, Texas, United States",11/25/2021,11/25/2021,2/4/2022,2/11/2022,2/11/2022,2/8/2022,Yes,,?
CCLU7853413,OOCL UTAH,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",11/7/2021,11/23/2021,12/17/2021,12/23/2021,12/28/2021,12/22/2021,Yes,12/29/2021,?
TEMU7612322,MSC ANYA,Yihuida,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Long Beach, California, United States","Long Beach, California, United States",10/11/2021,10/19/2021,11/18/2021,12/17/2021,12/21/2021,1/14/2022,Yes,1/17/2022,?
TCLU1887027,CMA CGM MEXICO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",10/26/2021,10/31/2021,12/21/2021,12/27/2021,12/29/2021,12/28/2021,Yes,1/7/2022,?
MSDU1399620,HR RHEA,JAS,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",12/14/2021,12/18/2021,3/16/2022,,4/2/2022,2/16/2022,,,?
UACU5859700,ONE CRANE,NINGBO YUE SHENG INTERNATIONAL,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/25/2021,10/26/2021,12/25/2021,12/28/2021,12/29/2021,12/28/2021,,,?
TCKU6819769,COSCO SHIPPING DENALI,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Gainesville, Texas, United States",8/15/2021,8/24/2021,9/22/2021,9/29/2021,10/3/2021,9/30/2021,Yes,9/30/2021,?
OOLU9763295,COSCO NETHERLANDS,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",8/3/2021,8/10/2021,9/8/2021,9/12/2021,9/15/2021,9/14/2021,Yes,9/20/2021,?
ZCSU8242525,KMTC HONGKONG,YUE SHENG,,"Bangkok, Bangkok, Thailand","Busan, Busan, South Korea",,7/29/2005,7/29/2005,8/8/2005,,,9/17/2021,Yes,9/3/2021,?
OOCU8316629,,cif,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/28/2021,8/28/2021,9/17/2021,9/22/2021,9/23/2021,9/21/2021,Yes,9/23/2021,?
TCLU1813092,ONE MISSION,NINGBO YUE SHENG INTERNATIONAL,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",7/8/2021,7/16/2021,9/10/2021,12/31/1899,9/27/2021,9/11/2021,Yes,9/17/2021,?
NWRU6004522,APL VANCOUVER,Yihuida,"Shanghai Hongqiao International, Shanghai Shi, China","Shanghai Hongqiao International, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",12/21/2021,12/23/2021,2/19/2022,2/25/2022,3/1/2022,2/16/2022,,,?
ONEU0237133,EVER SUPERB,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/21/2021,12/29/2021,2/7/2022,12/31/1899,2/12/2022,2/8/2022,,,?
BEAU6180761,COSCO SHIPPING DENALI,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/2021,12/17/2021,1/4/2022,1/14/2022,1/14/2022,1/11/2022,Yes,1/18/2022,?
CMAU4078470,APL VANCOUVER,YIHUIDA,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",12/10/2021,12/12/2021,2/19/2022,2/25/2022,3/1/2022,2/16/2022,,,?
OOLU8748228,COSCO ENGLAND,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/4/2021,12/12/2021,1/15/2022,1/23/2022,1/25/2022,1/22/2022,Yes,1/27/2022,?
SEGU6354891,CMA CGM LEO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/28/2021,12/30/2021,2/8/2022,2/20/2022,2/24/2022,2/18/2022,,,?
TCKU7379833,COSCO SHIPPING ANDES,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",11/15/2021,11/23/2021,12/11/2021,12/21/2021,12/23/2021,12/22/2021,Yes,1/12/2022,?
MOTU6734665,EVER SUPERB,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/20/2021,12/29/2021,2/8/2022,12/31/1899,2/12/2022,2/8/2022,Yes,2/17/2022,?
NYKU4738619,EVER SUPERB,Yuesheng,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/21/2021,12/29/2021,2/7/2022,12/31/1899,2/12/2022,2/8/2022,Yes,2/16/2022,?
TCNU4191066,ONE MISSION,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",12/16/2021,12/22/2021,2/3/2022,12/31/1899,2/7/2022,2/4/2022,Yes,2/7/2022,?
TGHU8850184,CMA CGM MEXICO,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",10/25/2021,10/29/2021,12/21/2021,12/28/2021,12/30/2021,12/28/2021,Yes,1/7/2022,?
TEMU7192791,CMA CGM T.JEFFERSON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/17/2021,12/24/2021,2/8/2022,2/18/2022,2/18/2022,2/16/2022,,,?
TGBU4801533,OOCL TAIPEI,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",8/10/2021,8/22/2021,9/12/2021,9/17/2021,9/17/2021,9/17/2021,,9/17/2021,?
TCNU3213263,CMA CGM T.JEFFERSON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/17/2021,12/23/2021,2/8/2022,2/18/2022,2/19/2022,2/16/2022,,,?
OOLU8406288,COSCO ENGLAND,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/4/2021,12/12/2021,1/17/2022,1/23/2022,1/26/2022,1/24/2022,Yes,1/31/2022,?
APHU6282525,OOCL LONDON,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",1/10/2022,1/10/2022,2/7/2022,2/22/2022,2/26/2022,2/18/2022,,,?
FFAU1977721,MSC TRIESTE,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",1/12/2022,1/20/2022,4/11/2022,,4/28/2022,2/18/2022,,,?
CMAU5792081,COSCO EUROPE,Arttime,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/25/2021,12/29/2021,2/7/2022,2/20/2022,2/24/2022,2/18/2022,,,?
CICU2586140,HMM PROMISE,yihuida,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",1/11/2022,1/15/2022,,3/5/2022,3/9/2022,2/18/2022,,,?
TEMU8376290,EVER FAST,Evergreen,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",1/8/2022,1/8/2022,,2/14/2022,2/15/2022,2/14/2022,Yes,2/18/2022,?
TEMU7150570,EVER FAST,Evergreen,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",1/8/2022,1/8/2022,,2/18/2022,2/19/2022,2/18/2022,,,?
SLSU8069494,EVER SUPERB,yuesheng,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",12/16/2021,12/18/2021,2/8/2022,12/31/1899,2/16/2022,2/11/2022,,,?
TGBU4518143,COSCO AUCKLAND,AXIOM,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",1/2/2022,1/2/2022,,2/4/2022,2/8/2022,2/16/2022,Yes,2/16/2022,?
NWRU6004570,APL VANCOUVER,Yihuida,"Shanghai Hongqiao International, Shanghai Shi, China","Shanghai Hongqiao International, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",12/18/2021,12/23/2021,2/19/2022,2/25/2022,3/1/2022,2/18/2022,,,?
TRHU6410758,ONE FALCON,JAS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/27/2021,1/2/2022,2/17/2022,2/27/2022,3/3/2022,2/18/2022,,,?
FFAU3617998,OOCL TAIPEI,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/12/2021,12/25/2021,1/20/2022,1/29/2022,1/29/2022,1/28/2022,Yes,2/1/2022,?
TGHU9312753,COSCO ITALY,YIHUIDA,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/13/2021,12/16/2021,1/7/2022,1/15/2022,1/14/2022,1/11/2022,,,?
TGBU4631078,SEASPAN ADONIS,JAS,"Thuan An, Tinh Quang Nam, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",12/21/2021,1/2/2022,2/2/2022,2/9/2022,2/10/2022,2/9/2022,Yes,2/14/2022,?
CMAU6465503,APL COLUMBUS,yihuida,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",12/1/2021,12/3/2021,,2/22/2022,2/26/2022,2/19/2022,,,?
FFAU2372503,OOCL TOKYO,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",12/19/2021,1/1/2022,1/21/2022,1/29/2022,1/29/2022,1/28/2022,Yes,2/7/2022,?
